name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain,id
2005 Lexus LS 430 Sedan,JTHBN36F250181244,Lexus,LS 430,2005.0,7995.0,120017.0,BLACK,Leather,Brown Deer Sales,414-365-1455,Automatic,Rear Wheel Drive,1427
2007 Lexus ES 350 Sedan,JTHBJ46G572153830,Lexus,ES 350,2007.0,7500.0,134142.0,SILVER,Select,Brown Deer Sales,414-365-1455,Automatic,Front Wheel Drive,1428
Used 2013 Lexus RX 350 AWD 4dr,2T2BK1BA8DC183394,Lexus,RX 350,2013.0,26568.0,34681.0,Starfire Pearl,Parchment,Griffin Chevrolet,(414) 434-5000,Automatic,All Wheel Drive,1429
2006 Lexus RX 400h AWD,JTJHW31U460038163,Lexus,RX 400h,2006.0,10990.0,99572.0,Black,,Smart Sales & Leasing,414-425-4500,Automatic,All Wheel Drive,1430
2008 Lexus RX 350 AWD,2T2HK31U58C061339,Lexus,RX 350,2008.0,14795.0,84519.0,Black,Leather,Smart Sales & Leasing,414-425-4500,Automatic,All Wheel Drive,1431
2006 Lexus GX 470 Sport Utility,JTJBT20X760102541,Lexus,GX 470,2006.0,12895.0,114512.0,Pearl White,Select,Smart Sales & Leasing,414-425-4500,Automatic,4-Wheel Drive,1432
2007 Lexus GX 470 Sport Utility,JTJBT20X570134051,Lexus,GX 470,2007.0,13995.0,134804.0,Black,,Smart Sales & Leasing,414-425-4500,Automatic,4-Wheel Drive,1433
2005 Lexus RX 330 4dr SUV AWD,2T2HA31UX5C046043,Lexus,RX 330,2005.0,,89958.0,Millennium Silver Metallic,Black,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive,1434
2009 Lexus RX 350 RX350 LOW MILES.,2T2HK31U99C120183,Lexus,RX 350,2009.0,,61005.0,Obsidian,Black,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive,1435
"2007 Lexus ES 350 73,000 MILES Sedan",JTHBJ46G272026565,Lexus,ES 350,2007.0,,73056.0,Smoky Granite Mica,Black,"M & M Motors, Inc.",877-279-2115,Automatic,Front Wheel Drive,1436
2004 Lexus RX 330 4dr SUV AWD,JTJHA31U940022911,Lexus,RX 330,2004.0,,136634.0,BLACK,BLACK,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive,1437
2003 Lexus RX 300 ALL SERVICE RECORDS SUV,JTJHF10U930300115,Lexus,RX 300,2003.0,,146248.0,Crystal White,Ivory,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive,1438
"2008 Lexus ES 350 65,000 MILES Sedan",JTHBJ46GX82161665,Lexus,ES 350,2008.0,8999.0,65668.0,Tungsten Pearl,Lt Gray,"M & M Motors, Inc.",877-279-2115,Automatic,Front Wheel Drive,1439
2002 Lexus SC 430 SALE PRICE $10999.00 Convertible,JTHFN48Y220005828,Lexus,SC 430,2002.0,10999.0,144629.0,Black Onyx,BLACK,"M & M Motors, Inc.",877-279-2115,Automatic,Rear Wheel Drive,1440
2004 Lexus RX 330 4dr SUV AWD,JTJHA31U340007580,Lexus,RX 330,2004.0,10999.0,128865.0,Flint Mica,Black,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive,1441
2002 Lexus RX 300 4dr SUV 4WD,JTJHF10U620248067,Lexus,RX 300,2002.0,10999.0,95487.0,SILVER,BLACK,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive,1442
1999 LEXUS RX 300,JT6GF10U6X0013195,Lexus,RX 300,1999.0,5295.0,116543.0,MAROON,,Ridge Auto Sales,414-777-0905,Automatic,Front Wheel Drive,1443
2009 LEXUS IS,JTHCK262495034338,Lexus,IS 250,2009.0,9595.0,89275.0,RED,TAN,GA Auto Inc,(847) 603-2353,Automatic,All Wheel Drive,1444
2009 Lexus RX 350 AWD,2T2HK31U69C107388,Lexus,RX 350,2009.0,12990.0,127574.0,,Leather,Stroli Motors,888-886-0473,Automatic,All Wheel Drive,1445
2008 Lexus GS 350 BASE,JTHCE96S680017763,Lexus,GS 350,2008.0,9999.0,138057.0,,,Pop's Pre-Owned Vehicles,414-573-3552,Automatic,All Wheel Drive,1446
Used 2017 Lexus RX 350 AWD,2T2BZMCA1HC092470,Lexus,RX 350,2017.0,50998.0,9909.0,Eminent White Pearl,Parchment Leather With Gray Sapele Wedgewood With,Holiday Automotive,(877) 860-9048,Automatic,All Wheel Drive,1447
Used 2014 Lexus GX 460 4WD 4dr,JTJBM7FX4E5083109,Lexus,GX 460,2014.0,36998.0,40328.0,Black Onyx,Black,Holiday Automotive,(877) 860-9048,Automatic,4-Wheel Drive,1448
Used 2009 Lexus GX 470 4WD 4dr,JTJBT20X590172947,Lexus,GX 470,2009.0,21998.0,86051.0,Black Onyx,Dark Gray,Holiday Automotive,(877) 860-9048,Automatic,4-Wheel Drive,1449
2008 Lexus ES 350,JTHBJ46G282225049,Lexus,ES 350,2008.0,13995.0,118474.0,Black Sapphire,Cashmere w/Perforated Semi-Aniline Leather Seat Tr,Boucher Volkswagen of Franklin,866-301-0104 866-571-8206,Automatic,Front Wheel Drive,1450
2015 Lexus GS 350 AWD,JTHCE1BL2FA002037,Lexus,GS 350,2015.0,30542.0,79245.0,Atomic Silver (Silver),Black (Black),Hiller Ford,414-425-1000,Automatic,All Wheel Drive,1451
2002 Lexus ES 300,JTHBF30GX20048905,Lexus,ES 300,2002.0,4990.0,200417.0,Beige,Black,Streff Auto Group,866-310-3644,Automatic,Front Wheel Drive,1452
2003 Lexus GX 470,JTJBT20X330002352,Lexus,GX 470,2003.0,7990.0,197464.0,Blue,Tan,Streff Auto Group,866-310-3644,Automatic,4-Wheel Drive,1453
2014 Lexus IS 350,JTHCE1D24E5000785,Lexus,IS 350,2014.0,29995.0,39365.0,Silver Lining Metallic,Light Gray,Nationwide Auto Sales,414-875-8931,Automatic,All Wheel Drive,1454
2017 Lexus NX Turbo,JTJBARBZ6H2096803,Lexus,NX 200t,2017.0,33259.0,18349.0,Atomic Silver,Black,Nationwide Auto Sales,414-875-8931,Automatic,All Wheel Drive,1455
Used 1999 Lexus ES 300,JT8BF28G0X0204651,Lexus,ES 300,1999.0,3995.0,130923.0,Silver with Charcoal Trim,Tan,R. P. Motors,(414) 933-2257,Automatic,Front Wheel Drive,1456
Used 2000 Lexus RX 300,JT6GF10U6Y0067372,Lexus,RX 300,2000.0,4995.0,164810.0,Silver,,R. P. Motors,(414) 933-2257,Automatic,Front Wheel Drive,1457
2013 LEXUS RX 350 AWD 4dr SUV,2T2BK1BAXDC208554,Lexus,RX 350,2013.0,20990.0,111681.0,Black,,Sommer's Automotive,888-494-4193,Automatic,All Wheel Drive,1458
2009 LEXUS GS 350 Base Sedan V-6 cyl,JTHCE96S390022548,Lexus,GS 350,2009.0,11998.0,132801.0,Opaline Pearl,LIGHT GRAY W LEATHER SEAT TRIM,Schmit Ford,866-570-4903,Automatic,All Wheel Drive,1459
2015 LEXUS NX 200t SUV,JTJBARBZ3F2021912,Lexus,NX 200t,2015.0,32900.0,25302.0,Obsidian,BLACK,5 Corners Dodge,262-375-3900,Automatic,All Wheel Drive,1460
2004LexusES 330Sedan,JTHBA30G445043042,Lexus,ES 330,2004.0,6999.0,119780.0,Black,Bisque,"Campbells Auto Sport, Inc.",866-455-1745,Automatic,Front Wheel Drive,1461
2007LexusGS350 AWD,JTHCE96SX70006392,Lexus,GS 350,2007.0,12699.0,73744.0,Quartz Shadow Metallic,Gray,"Campbells Auto Sport, Inc.",866-455-1745,Automatic,All Wheel Drive,1462
2013 LEXUS RX 350 SUV,2T2BK1BA8DC185307,Lexus,RX 350,2013.0,24877.0,69652.0,Silver Lining Metallic,LIGHT GRAY,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,1463
2017 LEXUS RX 350 350 SUV,2T2BZMCA3HC087903,Lexus,RX 350,2017.0,47444.0,12317.0,Black,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,1464
2015 LEXUS ES 350 Sedan,JTHBK1GG7F2165521,Lexus,ES 350,2015.0,27799.0,23580.0,Obsidian,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,Front Wheel Drive,1465
Pre-Owned 2014 Lexus IS 250 AWD,JTHCF1D23E5007840,Lexus,IS 250,2014.0,25995.0,43686.0,Black,,David Hobbs Honda,414-352-6100,Automatic,All Wheel Drive,1466
Used 2014 Lexus IS 250 4dr Sport Sdn Auto AWD,JTHCF1D25E5011226,Lexus,IS 250,2014.0,23979.0,46806.0,Ultra White,Black W/nuluxe Seat Trim Orange Leather Seat Trim,Andrew Chevrolet,(414) 228-6200,Automatic,All Wheel Drive,1467
Used 2012 Lexus ES 350 4dr Sdn,JTHBK1EGXC2475791,Lexus,ES 350,2012.0,13950.0,107912.0,Charcoal,Saddle Tan W/leather Trimmed Seats,Andrew Chevrolet,(414) 228-6200,Automatic,Front Wheel Drive,1468
Used 2007 Lexus GS 350 4dr Sedan AWD,JTHCE96S970008229,Lexus,GS 350,2007.0,12990.0,97116.0,White,,Andrew Chevrolet,(414) 228-6200,Automatic,All Wheel Drive,1469
Used 2003 Lexus LS 430 4dr Sdn,JTHBN30F230093655,Lexus,LS 430,2003.0,6493.0,148588.0,,Black,Infiniti INTERNATIONAL INFINITI NORTH SHORE,(877) 549-8748,Automatic,Rear Wheel Drive,1470
Pre-Owned 2015 Lexus RX 350 Stock:KF2478764,JTJBK1BA7F2478764,Lexus,RX 350,2015.0,31595.0,20723.0,Beige,Tan,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,All Wheel Drive,1471
Pre-Owned 2015 Lexus RX 350 Stock:KFC266772,2T2BK1BA9FC266772,Lexus,RX 350,2015.0,28875.0,36070.0,Gray,Black,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,All Wheel Drive,1472
Pre-Owned 2012 Lexus CT 200h Stock:HM367026B,JTHKD5BH0C2086446,Lexus,CT 200h,2012.0,12878.0,73638.0,Gray,,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,Front Wheel Drive,1473
Pre-Owned 2009 Lexus RX 350 Stock:KFC182574A,2T2HK31U99C130258,Lexus,RX 350,2009.0,12081.0,108745.0,Beige,Ivory,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,All Wheel Drive,1474
2015 LEXUS GS,JTHCE1BL9FA001970,Lexus,GS 350,2015.0,,63550.0,Silver,,Lexus of Milwaukee,414-386-1368,Automatic,All Wheel Drive,1475
2014 LEXUS ES,JTHBK1GG8E2108257,Lexus,ES 350,2014.0,,76734.0,Nebula Gray Pearl,,Lexus of Milwaukee,414-386-1368,Automatic,Front Wheel Drive,1476
2015 LEXUS ES,JTHBK1GG1F2174862,Lexus,ES 350,2015.0,,47916.0,Silver,BLACK,Lexus of Milwaukee,414-386-1368,Automatic,Front Wheel Drive,1477
2015 LEXUS RX,2T2BC1BA9FC003873,Lexus,RX 450h,2015.0,37500.0,18261.0,Stargazer Black,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1478
2013 LEXUS RX,2T2BK1BA9DC198969,Lexus,RX 350,2013.0,30900.0,15570.0,Starfire Pearl,LIGHT GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1479
2015 LEXUS RX,2T2BK1BA9FC331152,Lexus,RX 350,2015.0,30000.0,28609.0,Satin Cashmere,SADDLE TAN,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1480
2015 LEXUS RX,2T2BK1BA4FC273290,Lexus,RX 350,2015.0,29000.0,44402.0,Claret Mica,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1481
2015 LEXUS RX,2T2BK1BA3FC327307,Lexus,RX 350,2015.0,24500.0,75039.0,Silver Lining Metallic,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1482
2015 LEXUS RX,2T2BK1BA5FC325638,Lexus,RX 350,2015.0,29500.0,42760.0,Nebula Gray Pearl,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1483
2015 LEXUS RX,2T2BK1BA4FC309589,Lexus,RX 350,2015.0,29900.0,66656.0,Ultra White,F SPORT CABERNET,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1484
2015 LEXUS RX,2T2BK1BA1FC258052,Lexus,RX 350,2015.0,31000.0,30121.0,Starfire Pearl,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1485
2016 LEXUS RX,2T2BZMCA6GC041397,Lexus,RX 350,2016.0,46000.0,13285.0,Silver Lining Metallic,STRATUS GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1486
2015 LEXUS RX,2T2ZK1BA3FC187032,Lexus,RX 350,2015.0,28000.0,39409.0,Starfire Pearl,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1487
2017 LEXUS RX,2T2BZMCA4HC076862,Lexus,RX 350,2017.0,47000.0,7180.0,Silver Gray,STRATUS GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1488
2017 LEXUS RX,2T2BZMCA5HC107519,Lexus,RX 350,2017.0,46000.0,4036.0,Matador Red Mica,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1489
2017 LEXUS RX,2T2BZMCA0HC089608,Lexus,RX 350,2017.0,46500.0,5687.0,Eminent White Pearl,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1490
2017 LEXUS RX,2T2BZMCA8HC095706,Lexus,RX 350,2017.0,45800.0,7865.0,Nebula Gray Pearl,STRATUS GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1491
2017 LEXUS RX,2T2BZMCA2HC076052,Lexus,RX 350,2017.0,45900.0,5792.0,Silver Lining Metallic,STRATUS GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1492
2016 LEXUS NX,JTJBARBZ7G2071861,Lexus,NX 200t,2016.0,34900.0,45626.0,Obsidian,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1493
2015 LEXUS NX,JTJBARBZ6F2021449,Lexus,NX 200t,2015.0,33000.0,36738.0,Eminent White Pearl,FLAXEN,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1494
2016 LEXUS NX,JTJYARBZ6G2047092,Lexus,NX 200t,2016.0,31500.0,20239.0,Silver Lining Metallic,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1495
2017 LEXUS NX,JTJBARBZ5H2111064,Lexus,NX 200t,2017.0,36000.0,4430.0,Obsidian,FLAXEN,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1496
2017 LEXUS NX,JTJBARBZ0H2105396,Lexus,NX 200t,2017.0,36500.0,6113.0,Nebula Gray Pearl,CREME,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1497
2017 LEXUS LX,JTJHY7AX3H4241665,Lexus,LX 570,2017.0,82500.0,13575.0,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,,4-Wheel Drive,1498
2018 LEXUS LX,JTJHY7AX5J4263575,Lexus,LX 570,2018.0,83000.0,8.0,Atomic Silver,VQ21 BLACK,Lexus of Milwaukee,(414) 386-1368,,4-Wheel Drive,1499
2013 LEXUS LS,JTHDL5EF1D5005508,Lexus,LS 460,2013.0,37000.0,45526.0,Liquid Platinum,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1500
2014 LEXUS LS,JTHCL5EF6E5019773,Lexus,LS 460,2014.0,36900.0,64822.0,Obsidian,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1501
2014 LEXUS LS,JTHCL5EF8E5022772,Lexus,LS 460,2014.0,37000.0,50299.0,Obsidian,BLACK W/SADDLELEATHER,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,1502
2008 LEXUS GX,JTJBT20X580171358,Lexus,GX 470,2008.0,13000.0,161541.0,Salsa Red Pearl,DARK GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1503
2013 LEXUS GX,JTJJM7FX0D5057083,Lexus,GX 460,2013.0,26000.0,105055.0,Black Onyx,ECRU,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1504
2015 LEXUS GX,JTJJM7FX0F5115681,Lexus,GX 460,2015.0,45000.0,11683.0,Claret Mica,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1505
2016 LEXUS GX,JTJJM7FX2G5121189,Lexus,GX 460,2016.0,49000.0,13407.0,Claret Mica,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1506
2013 LEXUS GX,JTJBM7FX7D5052094,Lexus,GX 460,2013.0,27400.0,73696.0,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1507
2017 LEXUS GX,JTJBM7FX6H5162317,Lexus,GX 460,2017.0,48500.0,16160.0,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1508
2017 LEXUS GX,JTJBM7FX8H5156860,Lexus,GX 460,2017.0,48000.0,25700.0,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1509
2017 LEXUS GX,JTJBM7FX7H5155750,Lexus,GX 460,2017.0,48000.0,21000.0,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1510
2017 LEXUS GX,JTJBM7FX0H5158263,Lexus,GX 460,2017.0,48000.0,17667.0,Starfire Pearl,SEPIA,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive,1511
2018 LEXUS GX,JTJBM7FX4J5183673,Lexus,GX 460,2018.0,56000.0,2487.0,Silver Lining Metallic,SEPIA,Lexus of Milwaukee,(414) 386-1368,,,1512
2010 LEXUS ES,JTHBK1EG8A2350964,Lexus,ES 350,2010.0,11900.0,132635.0,Obsidian,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1513
2012 LEXUS ES,JTHBK1EG8C2500509,Lexus,ES 350,2012.0,17700.0,53615.0,Nebula Gray Pearl,LIGHT GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1514
2012 LEXUS ES,JTHBK1EG1C2473704,Lexus,ES 350,2012.0,16500.0,68100.0,Truffle Mica,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1515
2014 LEXUS ES,JTHBK1GG7E2129682,Lexus,ES 350,2014.0,21300.0,70183.0,Silver Lining Metallic,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1516
2016 LEXUS ES,JTHBK1GG0G2242392,Lexus,ES 350,2016.0,35800.0,1052.0,Eminent White Pearl,FLAXEN,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1517
2017 LEXUS ES,58ABK1GG0HU071400,Lexus,ES 350,2017.0,35000.0,17500.0,Nebula Gray Pearl,FLAXEN,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1518
2017 LEXUS ES,58ABK1GG3HU078597,Lexus,ES 350,2017.0,37200.0,9586.0,Obsidian,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1519
2017 LEXUS ES,58ABK1GGXHU073588,Lexus,ES 350,2017.0,36500.0,9822.0,Caviar,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1520
2017 LEXUS ES,58ABK1GG4HU071318,Lexus,ES 350,2017.0,38000.0,5752.0,Eminent White Pearl,BEIGE,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1521
2016 LEXUS CT,JTHKD5BH0G2277676,Lexus,CT 200h,2016.0,26000.0,11498.0,Ultrasonic Blue Mica w Black Roof,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1522
2007 Lexus ES 350 Sedan,JTHBJ46GX72074962,Lexus,ES 350,2007.0,8495.0,139087.0,Black,Leather,Manyo Motors,(414) 312-8611,Automatic,Front Wheel Drive,1523
2006 LEXUS GS 300 Base Sedan,JTHCH96S160010658,Lexus,GS 300,2006.0,7495.0,164239.0,Black Onyx,BLACK,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive,1524
2002 LEXUS RX 300 Base SUV,JTJHF10U220261141,Lexus,RX 300,2002.0,5997.0,168422.0,White,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive,1525
2008 LEXUS RX 350 Base SUV,2T2HK31U38C083601,Lexus,RX 350,2008.0,13997.0,90316.0,Flint Mica,GRAY,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive,1526
1998 LEXUS LX 470 Base SUV,JT6HT00W5W0022669,Lexus,LX 470,1998.0,5995.0,320929.0,Black Onyx/UCA76,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive,1527
2007 LEXUS RX 350 Base SUV,2T2HK31U47C042702,Lexus,RX 350,2007.0,9495.0,126480.0,Flint Mica,SILVER,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive,1528
2007 LEXUS ES 350 Base Sedan,JTHBJ46G972042956,Lexus,ES 350,2007.0,7997.0,165189.0,Gold,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,Front Wheel Drive,1529
2010 LEXUS RX 350 Base SUV,JTJBK1BA1A2403857,Lexus,RX 350,2010.0,14995.0,138309.0,Starfire Pearl,GRAY,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive,1530
2011 LEXUS CT 200h Base Hatchback,JTHKD5BH9B2034926,Lexus,CT 200h,2011.0,8997.0,120572.0,Obsidian,BLACK,Diamond Jim's Motorcars,888-261-9579,Automatic,Front Wheel Drive,1531
2005 LEXUS RX 330 Base SUV,2T2HA31UX5C042493,Lexus,RX 330,2005.0,5777.0,199421.0,Blue,GRAY,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive,1532
2005 LEXUS ES 330 Base Sedan,JTHBA30GX55067847,Lexus,ES 330,2005.0,4997.0,185715.0,Classic Silver Metallic,ASH,Diamond Jim's Motorcars,888-261-9579,Automatic,Front Wheel Drive,1533
2011 Lexus RX 350 AWD,2T2BK1BA1BC086521,Lexus,RX 350,2011.0,21790.0,50803.0,Black,Select,Frontier Motor Cars Inc,414-282-7100,Automatic,All Wheel Drive,1534
2013 LEXUS ES 350 Base Sedan,JTHBK1GG1D2062138,Lexus,ES 350,2013.0,18997.0,50069.0,Matador Red Mica,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,Front Wheel Drive,1535
2011 LEXUS IS 250 4dr Sport Sdn Auto AWD Sedan 6 AWD,JTHCF5C26B5045857,Lexus,IS 250,2011.0,10999.0,122389.0,Matador Red Mica,BLACK,Braeger Ford,888-440-3578,Automatic,All Wheel Drive,1536
2014 LEXUS RX 350,JTJBK1BA0E2038870,Lexus,RX 350,2014.0,26800.0,56013.0,Nebula Gray Pearl,BLACK,Griffin's Hub Chrysler Jeep Dodge Ram,888-578-4453,Automatic,All Wheel Drive,1537
2013 Lexus RX 350 SUV,2T2BK1BA5DC204010,Lexus,RX 350,2013.0,,54703.0,Maroon,,Van Horn Latino,855-416-3161,Automatic,All Wheel Drive,1538
2016 Lexus IS 300 Sedan,JTHCM1D20G5004788,Lexus,IS 300,2016.0,32630.0,7667.0,Red,Black,Van Horn Latino,855-416-3161,Automatic,All Wheel Drive,1539
2013 Lexus IS 250 Sedan,JTHCF5C2XD5063992,Lexus,IS 250,2013.0,16750.0,60128.0,Silver,Black,Van Horn Latino,(855) 416-3161,Automatic,All Wheel Drive,1540
2015 LEXUS NX 200t F Sport SUV,JTJBARBZ6F2018390,Lexus,NX 200t,2015.0,31640.0,41656.0,Gray,F SPORT BLACK,Gary Lang Auto Group,877-289-1712 866-415-5651,Automatic,All Wheel Drive,1541
Pre-Owned 2008 Lexus GX 470 4WD 4dr,JTJBT20X480169259,Lexus,GX 470,2008.0,,170259.0,,,Gary Lang Auto Group,866-273-5124,Automatic,4-Wheel Drive,1542
2008 Lexus GX 470 Sport Utility,JTJBT20X880149144,Lexus,GX 470,2008.0,15477.0,98394.0,Gold,Leather,Next Auto Sales,,Automatic,4-Wheel Drive,1543
Used 2006 Lexus RX 330 4dr SUV AWD,JTJHA31U760103313,Lexus,RX 330,2006.0,9500.0,169715.0,Gray,Black,Rich's Car Corner,563-556-4161,Automatic,All Wheel Drive,1544
Used 2004 Lexus ES 330 4dr Sdn,JTHBA30G145052118,Lexus,ES 330,2004.0,5500.0,160465.0,Silver,Black,Rich's Car Corner,563-556-4161,Automatic,Front Wheel Drive,1545
Used 2008 Lexus ES 350 4dr Sdn,JTHBJ46G982195564,Lexus,ES 350,2008.0,9000.0,141715.0,Blue,Tan,Rich's Car Corner,563-556-4161,Automatic,Front Wheel Drive,1546
2015 Lexus IS 250 IS250 AWD SEDAN,JTHCF1D28F5026644,Lexus,IS 250,2015.0,24995.0,32712.0,Matador Red Mica,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,1547
Used 2015 Lexus ES 300h Hybrid,JTHBW1GG7F2082014,Lexus,ES 300h,2015.0,41900.0,21301.0,Black,,Alan Browne Chevrolet,888-658-2340 888-329-6383,Automatic,Front Wheel Drive,1548
2009 LEXUS RX 350 Base SUV,2T2HK31U09C101859,Lexus,RX 350,2009.0,,142584.0,Unspecified,UNSPECIFIED,Bergstrom Scion,920-966-1616,Automatic,All Wheel Drive,1549
2013 LEXUS GS 350 AWD Sedan,JTHCE1BL6D5006744,Lexus,GS 350,2013.0,26500.0,47538.0,Starfire Pearl,,Anderson-Weber Toyota,888-631-3882,Automatic,All Wheel Drive,1550
2005 Lexus RX 330 AWD,2T2HA31U85C081115,Lexus,RX 330,2005.0,9950.0,127226.0,,,4 Wheels of Fox Lake,877-841-5611,Automatic,All Wheel Drive,1551
2002 Lexus RX 300,JTJHF10U820270622,Lexus,RX 300,2002.0,,147384.0,Exterior,,"Ray Chevrolet, Inc.",501-843-3592,Automatic,All Wheel Drive,1552
2010 Lexus RX 350,2T2BK1BA8AC031384,Lexus,RX 350,2010.0,10998.0,156685.0,Exterior,,"Ray Chevrolet, Inc.",501-843-3592,Automatic,All Wheel Drive,1553
Used 2014 Lexus IS 250,JTHCF1D2XE5002117,Lexus,IS 250,2014.0,24500.0,37518.0,Silver Lining Metallic,Black,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive,1554
Used 2008 Lexus GX 470,JTJBT20X080159795,Lexus,GX 470,2008.0,14500.0,172704.0,White,,MAZDA OF CRYSTAL LAKE,,Automatic,4-Wheel Drive,1555
2009 Lexus IS IS 250 AWD 6-Speed Sequential,JTHCK262292031147,Lexus,IS 250,2009.0,8999.0,97530.0,Silver,Black,Gateway Motors,(414) 208-1777,Automatic,All Wheel Drive,1556
2014 LEXUS ES 350 4dr Sdn,JTHBK1GG8E2120893,Lexus,ES 350,2014.0,21494.0,61951.0,Gray,BLACK,Ewald's Venus Ford,888-319-2170,Automatic,Front Wheel Drive,1557
Pre-Owned 2014 Lexus ES 350,JTHBK1GG8E2142215,Lexus,ES 350,2014.0,22000.0,36462.0,Red,Parchment,Honda of Kenosha,888-345-6878 888-275-0930,Automatic,Front Wheel Drive,1558
Pre-Owned 2015 Lexus IS 250,JTHCF1D22F5019933,Lexus,IS 250,2015.0,25590.0,23611.0,Red,Black,Honda of Kenosha,888-345-6878 888-275-0930,Automatic,All Wheel Drive,1559
