name,year,maker,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_madison,exterior_color,interior_color,transmission,drivetrain,vin,id
2015 BMW X5 xDrive35i,2015,BMW,Blue,37699.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,37204.0,73,Imperial Blue Metallic,Canberra Beige,8-Speed Automatic,AWD,5UXKR0C58F0K67707,1718
2017 BMW X3 xDrive28i,2017,BMW,Black,34888.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,23943.0,73,Jet Black,Oyster,8-Speed Automatic,AWD,5UXWX9C30H0T24091,1719
2014 BMW 428 i xDrive,2014,BMW,Red,26889.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,34655.0,73,Melbourne Red Metallic,Black / Red,8-Speed Automatic,AWD,WBA3N5C51EK196087,1720
2015 BMW 328 i xDrive,2015,BMW,Gray,25958.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,23349.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA3B3C56FF546014,1721
2015 BMW 328 i xDrive,2015,BMW,Black,25984.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,30632.0,73,Black Sapphire Metallic,Black / Red,8-Speed Automatic,AWD,WBA3B3G58FNT18175,1722
2015 BMW 528 i xDrive,2015,BMW,Black,31333.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,15076.0,73,Jet Black,Black,8-Speed Automatic,AWD,WBA5A7C57FD626565,1723
2015 BMW 535 i xDrive,2015,BMW,Black,28622.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,59052.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C5XFD544609,1724
2018 BMW X5 xDrive35i,2018,BMW,Black,62390.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,9081.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXKR0C55J0X85458,1725
2017 BMW 330 i xDrive,2017,BMW,Blue,38777.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9981.0,73,Mediterranean Blue Metallic,Oyster,8-Speed Automatic,AWD,WBA8D9G50HNU58694,1726
2018 BMW 430 Gran Coupe i xDrive,2018,BMW,White,49520.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,5646.0,73,Alpine White,Black,8-Speed Automatic,AWD,WBA4J3C52JBG94882,1727
2017 BMW 330 Gran Turismo i xDrive,2017,BMW,Gray,43899.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,4179.0,73,Mineral Gray Metallic,Coral Red,8-Speed Automatic,AWD,WBA8Z9C50HG452986,1728
2017 BMW 330 i xDrive,2017,BMW,White,38987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9943.0,73,Mineral White Metallic,Black,8-Speed Automatic,AWD,WBA8D9C51HK677803,1729
2018 BMW 430 Gran Coupe i xDrive,2018,BMW,Gray,49950.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,4361.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA4J3C53JBG91277,1730
2018 BMW X1 xDrive 28i,2018,BMW,White,41394.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,4532.0,73,Mineral White Metallic,Black,8-Speed Automatic,AWD,WBXHT3C34J5F88674,1731
2015 BMW 528 i xDrive,2015,BMW,Black,27987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,41982.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5A7C59FD620752,1732
2015 BMW 328 i xDrive,2015,BMW,Blue,32222.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,29221.0,73,Imperial Blue Metallic,Black,8-Speed Automatic,AWD,WBA3G7C55FK297060,1733
2015 BMW 320 i xDrive,2015,BMW,Gray,22487.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,29696.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA3C3G53FNS73322,1734
2015 BMW X1 xDrive 28i,2015,BMW,Blue,22987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,45414.0,73,Deep Sea Blue Metallic,Sand Beige,8-Speed Automatic,AWD,WBAVL1C52FVY33592,1735
2017 BMW X3 xDrive28i,2017,BMW,Black,44955.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,4766.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXWX9C33H0W70152,1736
2017 BMW X5 xDrive35i,2017,BMW,Gray,58455.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9361.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,5UXKR0C32H0V79538,1737
2015 BMW X1 xDrive28i,2015,BMW,Black,19493.0,INFINITI North Shore,(888) 675-1554,,,37245.0,73,Black,Black,8-Speed Automatic Steptronic,All Wheel Drive,WBAVL1C56FVY27245,1738
2013 BMW 650 i xDrive,2013,BMW,Red,38588.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,25828.0,73,Imola Red,Black,8-Speed Automatic,AWD,WBAYM1C59DDZ02520,1739
2015 BMW X1 xDrive 28i,2015,BMW,Blue,19000.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,54659.0,73,Midnight Blue Metallic,Beige,8-Speed Automatic,AWD,WBAVL1C59FVY29216,1740
2015 BMW M5 Base,2015,BMW,Orange,63777.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,20014.0,73,Sakhir Orange Metallic,Black,6-Speed Manual,RWD,WBSFV9C55FD594375,1741
2015 BMW 428 Gran Coupe i xDrive,2015,BMW,Black,29733.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,46293.0,73,Black Sapphire Metallic,Black / Red,8-Speed Automatic,AWD,WBA4A7C59FD413841,1742
2015 BMW 528 i xDrive,2015,BMW,Gray,29409.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,31607.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBA5A7C50FD625077,1743
2015 BMW 535 i xDrive,2015,BMW,Gray,26899.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,72391.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBA5B3C58FD547962,1744
2017 BMW X1 xDrive 28i,2017,BMW,Gray,36887.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,5368.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBXHT3C33H5F70564,1745
2018 BMW X5 xDrive35i,2018,BMW,Gray,63555.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,4737.0,73,Dark Graphite Metallic,Black,8-Speed Automatic,AWD,5UXKR0C59J0X85771,1746
2007 BMW 328 xi,2007,BMW,Red,7650.0,Racine Toyota,(855) 349-2538,4.7,390.0,110095.0,76,Crimson Red,Black,6-Speed Manual,AWD,WBAWV53537PW24437,1747
2015 BMW X1 sDrive28i,2015,BMW,Silver,17995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,30786.0,76,Cashmere Silver Metallic,Black,8-SPEED A/T,Rear Wheel Drive,WBAVM1C57FVZ94209,1748
2015 BMW X1 xDrive28i,2015,BMW,Gray,18995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,44472.0,76,Mineral Gray Metallic,Black,8-SPEED A/T,All Wheel Drive,WBAVL1C52FVY35388,1749
2015 BMW X1 xDrive 28i,2015,BMW,Gray,15955.0,Garber Fox Lake Toyota,(847) 978-4765,4.9,298.0,58436.0,77,Gray,Black,8-Speed Automatic,AWD,WBAVL1C55FVY36499,1750
2018 BMW 440 i xDrive,2018,BMW,Black,64465.0,BMW and Mazda of Crystal Lake,(815) 788-6026,4.6,422.0,0.0,79,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA4Z7C56JED47540,1751
2018 BMW 320 i xDrive,2018,BMW,Black,43535.0,BMW and Mazda of Crystal Lake,(815) 788-6026,4.6,422.0,0.0,79,Jet Black,Black,8-Speed Automatic,AWD,WBA8E5G58JNU46692,1752
2017 BMW 340 i xDrive,2017,BMW,Silver,55295.0,BMW and Mazda of Crystal Lake,(815) 788-6026,4.6,422.0,0.0,79,Glacier Silver Metallic,,,AWD,WBA8B7G36HNU37695,1753
2018 BMW X3 M40i,2018,BMW,Blue,62245.0,BMW and Mazda of Crystal Lake,(815) 788-6026,4.6,422.0,0.0,79,Blue,,8-Speed Automatic,AWD,5UXTS3C53J0Y95693,1754
2016 BMW 535 i,2016,BMW,Black,32230.0,VROOM (Milwaukee),(877) 682-3020,,,47623.0,73,Black,Tan,8-Speed Automatic w/OD,RWD,WBA5B1C58GG129065,1755
2014 BMW 550 i,2014,BMW,Black,27730.0,VROOM (Milwaukee),(877) 682-3020,,,51686.0,73,Black,Black,8-Speed Automatic w/OD,RWD,WBAKN9C54ED000814,1756
2014 BMW 535 i,2014,BMW,White,27480.0,VROOM (Milwaukee),(877) 682-3020,,,37833.0,73,White,Tan,,RWD,WBA5B1C57ED482668,1757
2015 BMW X3 xDrive28d,2015,BMW,Black,29980.0,VROOM (Milwaukee),(877) 682-3020,,,46211.0,73,Black,Tan,8-Speed Automatic w/OD,AWD,5UXWY3C50F0E97718,1758
2015 BMW X6 xDrive50i,2015,BMW,Black,52480.0,VROOM (Milwaukee),(877) 682-3020,,,14165.0,73,Black,Brown,8-Speed Automatic w/OD,AWD,5UXKU6C59F0F94153,1759
2016 BMW 535 i,2016,BMW,Black,34480.0,VROOM (Milwaukee),(877) 682-3020,,,32201.0,73,Black,Brown,8-Speed Automatic w/OD,RWD,WBA5B1C59GG128927,1760
2015 BMW M5 Base,2015,BMW,Gray,62980.0,VROOM (Milwaukee),(877) 682-3020,,,14012.0,73,Gray,Black,,RWD,WBSFV9C5XFD594646,1761
2018 BMW X2 xDrive28i,2018,BMW,Orange,49620.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Sunset Orange Metallic,Black SensaTec,8-SPEED A/T,All Wheel Drive,WBXYJ5C3XJEF69922,1762
2015 BMW X1 xDrive28i,2015,BMW,Black,22887.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,47493.0,2,Black,,8-SPEED A/T,All Wheel Drive,WBAVL1C52FVY35889,1763
2015 BMW 435 i xDrive,2015,BMW,Black,41990.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,25187.0,2,Black Sapphire Metallic,Leather Dakota Black/Blue Stit,8-SPEED A/T,All Wheel Drive,WBA3T7C59FPW79980,1764
2018 BMW 430 i xDrive,2018,BMW,Black,46926.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Jet Black,CORAL RED,8-SPEED A/T,All Wheel Drive,WBA4J3C57JBL03044,1765
2018 BMW X2 xDrive28i,2018,BMW,White,45045.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Mineral White,BLACK SENSATEC,8-SPEED A/T,All Wheel Drive,WBXYJ5C33JEF69485,1766
2017 BMW X5 xDrive35d,2017,BMW,White,59942.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,9547.0,2,Mineral White Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKS4C31H0Y16323,1767
2018 BMW M240 i,2018,BMW,Black,55420.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Black Sapphire Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA2J7C51JVB28547,1768
2018 BMW 640 i xDrive,2018,BMW,Blue,67996.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,2953.0,2,Bluestone Metallic,Ivory White Nappa Leather,8-SPEED A/T,All Wheel Drive,WBAJV6C50JBC99785,1769
2015 BMW 328 i xDrive,2015,BMW,Other,26930.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,38150.0,2,,,8-SPEED A/T,All Wheel Drive,WBA3B5G55FNS16134,1770
2017 BMW 530 i xDrive,2017,BMW,Blue,54945.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,5027.0,2,Imperial Blue Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBAJA7C34HWA70867,1771
2018 BMW 230 i xDrive,2018,BMW,Other,38926.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Mediter Blue Me,BLACK SENSA,8-SPEED A/T,All Wheel Drive,WBA2J3C56JVD48274,1772
2018 BMW 320 i,2018,BMW,White,36011.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Alpine White,Venetian Beige Sensatec,8-SPEED A/T,All Wheel Drive,WBA8E5G55JNU46794,1773
2015 BMW X3 xDrive28i,2015,BMW,Silver,31878.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,11270.0,2,Mineral Silver Metallic,Black,8-Speed Automatic,AWD,5UXWX9C59F0D56085,1774
2015 BMW 328 i xDrive,2015,BMW,Gray,29882.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,30694.0,2,Mineral Gray Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA3B3G54FNR87396,1775
2018 BMW X3 xDrive30i,2018,BMW,Blue,50266.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Phytonic Blue Metallic,Black Vernasca Leather,8-SPEED A/T,All Wheel Drive,5UXTR9C54JLD57956,1776
2018 BMW 330 i xDrive,2018,BMW,Black,44756.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Jet Black,Black SensaTec/Red Stitching,8-SPEED A/T,All Wheel Drive,WBA8D9G54JNU71938,1777
2016 BMW 328d xDrive,2016,BMW,Blue,33999.0,Wilde East Towne Honda,(608) 467-1265,4.9,2694.0,28217.0,7,Blue,,8-SPEED A/T,All Wheel Drive,WBA8J1C59GK710670,1778
2017 BMW X3 xDrive28i,2017,BMW,Black,29989.0,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303.0,42002.0,7,Carbon Black Metallic,Black,8-Speed A/T,All Wheel Drive,5UXWX9C56H0T00640,1779
2016 BMW 528 i xDrive,2016,BMW,Black,31997.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,34755.0,7,Black,Black,8-Speed Automatic,AWD,WBA5A7C50GG148103,1780
2016 BMW 328 i xDrive,2016,BMW,Red,26997.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,29449.0,7,Melbourne Red Metallic,Black,8-Speed Automatic,AWD,WBA8E3G58GNT80478,1781
2011 BMW 328 i xDrive,2011,BMW,Gray,12000.0,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85.0,78233.0,12,Gray,Cream,6-Speed Automatic,AWD,WBAPK7C51BA817271,1782
2014 BMW X3 xDrive28i,2014,BMW,Black,18491.0,Kayser Chrysler Center,(608) 338-1543,4.5,91.0,79862.0,22,Black,Black,8-Speed Automatic,AWD,5UXWX9C52E0D41359,1783
2015 BMW X1 xDrive 35i,2015,BMW,Gray,25989.0,Kayser Chrysler Center,(608) 338-1543,4.5,91.0,30566.0,22,Mineral Gray,Coral Red / Gray Black,6-Speed Automatic,AWD,WBAVM5C52FVV94307,1784
2014 BMW X3 xDrive28i,2014,BMW,White,28450.0,Pete Raskovic Automotive,(888) 285-2231,,,21150.0,33,White,Tan,8-Speed Automatic,AWD,5UXWX9C56E0D41848,1785
2013 BMW 335 i,2013,BMW,Other,24492.0,"Ewald Chevrolet Buick, LLC",(262) 533-9031,4.9,249.0,43391.0,46,Other,,8-Speed Automatic,RWD,WBA3A9G58DNP35685,1786
2015 BMW 328 i xDrive,2015,BMW,White,22634.0,Kunes Country Chevrolet GMC Buick of Elkhorn,(877) 465-8196,4.9,299.0,61210.0,51,Alpine White,Black,8-Speed Automatic,AWD,WBA3B3C53FF546343,1787
2014 BMW 328 Gran Turismo i xDrive,2014,BMW,Black,19980.0,Lynch Chrysler Dodge Jeep RAM,(262) 684-4253,4.9,323.0,46985.0,56,Jet Black,Black,8-Speed Automatic,AWD,WBA3X5C55ED243006,1788
2016 BMW 320 i xDrive,2016,BMW,Black,25518.0,Boucher Nissan Waukesha,(866) 690-6248,4.8,67.0,17765.0,59,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA8A3C55GK552176,1789
2016 BMW 328 i xDrive,2016,BMW,Black,25899.0,Boucher Nissan Waukesha,(866) 690-6248,4.8,67.0,34592.0,59,Black,Black,8-Speed Automatic,AWD,WBA8E3C58GK501971,1790
2011 BMW 328 i xDrive,2011,BMW,Gray,12872.0,Boucher Buick GMC of Waukesha,(262) 347-4008,4.7,46.0,67552.0,60,Space Gray Metallic,Black,6-Speed Automatic,AWD,WBAPK5G59BNN30302,1791
2015 BMW 435 Gran Coupe i xDrive,2015,BMW,Black,28888.0,Lou Bachrodt Automall,(815) 580-3161,4.8,1634.0,46895.0,60,Black,Coral Red / Black,8-Speed Automatic,AWD,WBA4B3C52FD669955,1792
2017 BMW 330 i xDrive,2017,BMW,Black,46084.0,Lou Bachrodt Automall,(815) 580-3174,4.8,1634.0,0.0,60,Jet Black,Black / Dark Oyster,8-Speed Automatic,AWD,WBA8D9G3XHNU64887,1793
2008 BMW X5 4.8i,2008,BMW,Black,12166.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,102433.0,60,Jet Black,Sand Beige,6-Speed Automatic,AWD,5UXFE83588L160489,1794
2014 BMW 328d xDrive,2014,BMW,Beige,22520.0,Fields Jaguar Land Rover Volvo Waukesha,(262) 229-4393,4.6,57.0,66137.0,60,Sparkling Bronze Metallic,Black,8-Speed Automatic,AWD,WBA3K5C56EKT33646,1795
2018 BMW 340 i xDrive,2018,BMW,Gray,55027.0,Lou Bachrodt Automall,(815) 580-3174,4.8,1634.0,0.0,60,Mineral Gray Metallic,Black / Dark Oyster,8-Speed Automatic,AWD,WBA8B7G53JNU95531,1796
2014 BMW 428 i xDrive,2014,BMW,Black,24786.0,Wilde Honda,(262) 226-8570,4.5,631.0,44391.0,60,Black,,8-Speed Automatic w/OD,AWD,WBA3N5C58EF716777,1797
2014 BMW 550 i xDrive,2014,BMW,Black,32821.0,Wilde Honda,(262) 226-8570,4.5,631.0,62884.0,60,Black Saphire,,8-Speed Automatic w/OD,AWD,WBAKP9C53ED693370,1798
2014 BMW 320 i xDrive,2014,BMW,Black,17000.0,Wilde Honda,(262) 226-8570,4.5,631.0,43978.0,60,Jet Black,Black,8-Speed Automatic w/OD,AWD/All-Wheel Drive,WBA3C3C54EF985126,1799
2017 BMW X1 xDrive 28i,2017,BMW,Silver,41772.0,Lou Bachrodt Automall,(815) 580-3174,4.8,1634.0,0.0,60,Glacier Silver Metallic,Beige,8-Speed Automatic,AWD,WBXHT3Z32H4A57528,1800
2017 BMW 530 i xDrive,2017,BMW,White,57005.0,Lou Bachrodt Automall,(815) 580-3174,4.8,1634.0,0.0,60,Alpine White,Black,8-Speed Automatic,AWD,WBAJA7C36HWA70806,1801
2016 BMW X3 xDrive28d,2016,BMW,White,34998.0,CarMax Waukesha,(262) 207-2339,,,31017.0,61,White,Black,8-Speed Automatic w/OD,AWD,5UXWY3C55G0N86974,1802
2015 BMW 328 i xDrive,2015,BMW,Blue,22998.0,CarMax Waukesha,(262) 207-2339,,,34107.0,61,Blue,Black,8-Speed Automatic w/OD,AWD,WBA3B3G58FNT17530,1803
2015 BMW 320 i xDrive,2015,BMW,Black,22599.0,CarMax Waukesha,(262) 207-2339,,,15427.0,61,Black,Black,8-Speed Automatic w/OD,AWD,WBA3C3G56FNS76747,1804
2015 BMW 428 i xDrive,2015,BMW,Black,29998.0,CarMax Waukesha,(262) 207-2339,,,9653.0,61,Black,Black,8-Speed Automatic w/OD,AWD,WBA3N5C5XFK198163,1805
2006 BMW X5 3.0i,2006,BMW,Gray,8995.0,Meeker Hill Auto Sales,(262) 229-4370,4.9,30.0,106980.0,62,Titanium Silver,CHARCOAL LEATHER,AUTO,AWD,5UXFA13596LY43852,1806
2011 BMW 328 i xDrive,2011,BMW,White,12007.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,80860.0,62,White,Black,6-Speed Automatic,AWD,WBAPK5C50BA662412,1807
2015 BMW 320 i xDrive,2015,BMW,Black,22598.0,Holiday Mazda,(855) 294-9011,4.9,96.0,31718.0,67,Jet Black,Black,8-Speed Automatic,AWD,WBA3C3G50FNS72967,1808
2014 BMW 328d xDrive,2014,BMW,Black,18998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,57754.0,68,Black,Black,8-Speed Automatic w/OD,AWD,WBA3D5C55EKX97005,1809
2011 BMW 335 is,2011,BMW,Silver,19200.0,Boucher Volkswagen Marketplace of Franklin,(866) 571-8206,5.0,58.0,62655.0,68,Titanium Silver Metallic,Black,7-Speed Automatic with Auto-Shift,RWD,WBAKG1C54BE362840,1810
2015 BMW 535 i xDrive,2015,BMW,Black,32984.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,36198.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C59FD543614,1811
2011 BMW 535 i xDrive,2011,BMW,Gray,12777.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,126449.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBAFU7C54BC877944,1812
2016 BMW 535 i xDrive,2016,BMW,Gray,46441.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,15460.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA5B3C53GG255944,1813
2014 BMW 335 i xDrive,2014,BMW,White,30888.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,36532.0,73,Mineral White Metallic,Saddle Brown,,AWD,WBA3B9G57ENR92805,1814
2017 BMW X1 xDrive 28i,2017,BMW,White,38490.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9062.0,73,Alpine White,Beige,8-Speed Automatic,AWD,WBXHT3C32H5F83029,1815
2017 BMW 330 i xDrive,2017,BMW,Gray,49878.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,4685.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA8K3C35HA022910,1816
2017 BMW 430 Gran Coupe i xDrive,2017,BMW,Silver,48555.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9999.0,73,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,WBA4F9C32HG812006,1817
2017 BMW 340 i xDrive,2017,BMW,Black,46888.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,6815.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA8B7G36HNU37891,1818
2018 BMW 430 Gran Coupe i xDrive,2018,BMW,Black,51555.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,5759.0,73,Carbon Black Metallic,Black,8-Speed Automatic,AWD,WBA4J3C53JBG91425,1819
2006 BMW 525 xi,2006,BMW,Blue,7893.0,INFINITI North Shore,(888) 675-1554,,,87520.0,73,Blue,Black,6-Speed Manual with Overdrive,All Wheel Drive,WBANF335X6CS35149,1820
2015 BMW X4 xDrive28i,2015,BMW,Silver,35989.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,29048.0,73,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,5UXXW3C52F0M89157,1821
2015 BMW X3 xDrive28i,2015,BMW,Black,33555.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,18978.0,73,Jet Black,Black,8-Speed Automatic,AWD,5UXWX9C51F0D61071,1822
2018 BMW X5 xDrive35i,2018,BMW,Black,65535.0,BMW of Milwaukee North,(877) 477-3859,4.8,106.0,0.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXKR0C53J0X98791,1823
2017 BMW X3 xDrive28i,2017,BMW,Gray,42995.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,11698.0,73,Space Gray Metallic,Saddle Brown,8-Speed Automatic,AWD,5UXWX9C51H0T14008,1824
2018 BMW X1 xDrive 28i,2018,BMW,Black,42545.0,BMW of Milwaukee North,(877) 477-3859,4.8,106.0,0.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBXHT3Z33J4A66289,1825
2015 BMW 320 i xDrive,2015,BMW,Black,17995.0,Hyundai Greenfield,(414) 219-1518,5.0,1.0,73086.0,73,Jet Black,Black,8-Speed Automatic,AWD,WBA3C3C56FP663843,1826
2018 BMW X5 xDrive35i,2018,BMW,Gray,65535.0,BMW of Milwaukee North,(877) 477-3859,4.8,106.0,0.0,73,Dark Graphite Metallic,Black,8-Speed Automatic,AWD,5UXKR0C50J0X98795,1827
2009 BMW 328 i,2009,BMW,Gray,10950.0,Car Planet,(414) 292-9743,2.6,5.0,48600.0,74,Gray,Black,6-Speed Automatic,RWD,WBAPH775X9NL85128,1828
2008 BMW X3 3.0si,2008,BMW,Black,10990.0,Gary Lang Automotive Group,(815) 308-2308,4.7,1250.0,86251.0,76,Black,Black,6-Speed Manual,AWD,WBXPC93458WJ03385,1829
2013 BMW 535 i xDrive,2013,BMW,Other,18995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,69170.0,76,Dark Graphite Metallic Ii,Black,8-SPEED A/T,All Wheel Drive,WBAFU7C56DDU67255,1830
2014 BMW 528 i xDrive,2014,BMW,Black,23997.0,Ewald's Venus Ford,(414) 219-1030,4.8,348.0,48437.0,77,Black,,8-SPEED A/T,All Wheel Drive,WBA5A7C52ED616038,1831
2015 BMW 428 Gran Coupe i xDrive,2015,BMW,Black,31491.0,Ewald's Venus Ford,(414) 219-1030,4.8,348.0,22733.0,77,Black,,8-SPEED A/T,All Wheel Drive,WBA4A7C57FD413899,1832
2018 BMW X2 xDrive28i,2018,BMW,Green,46897.0,Deery Brothers of Dubuque,(563) 239-2219,,,0.0,78,Olive,,8-SPEED A/T,All Wheel Drive,WBXYJ5C37JEF68923,1833
2018 BMW X5 xDrive35i,2018,BMW,Black,60285.0,Deery Brothers of Dubuque,(563) 239-2219,,,0.0,78,Jet Black,Black,8-SPEED A/T,All Wheel Drive,5UXKR0C52J0Y04015,1834
2018 BMW X1 xDrive28i,2018,BMW,White,38490.0,Deery Brothers of Dubuque,(563) 239-2219,,,0.0,78,Mineral White Metallic,Kcsw Black,8-SPEED A/T,All Wheel Drive,WBXHT3C3XJ5L25506,1835
2018 BMW 530 i xDrive,2018,BMW,Silver,59371.0,Deery Brothers of Dubuque,(563) 239-2219,,,0.0,78,Cashmere,,8-SPEED A/T,All Wheel Drive,WBAJA7C50JG908472,1836
2014 BMW X6 xDrive50i,2014,BMW,Black,36867.0,Kunes Country Ford of Antioch,(888) 458-0318,4.8,691.0,64269.0,78,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXFG8C52EL592825,1837
2018 BMW 430 i xDrive,2018,BMW,Gray,43987.0,Deery Brothers of Dubuque,(563) 239-2223,,,11464.0,78,Gray,Black,8-SPEED A/T,All Wheel Drive,WBA4Z3C58JEA31694,1838
2018 BMW X1 xDrive28i,2018,BMW,White,37660.0,Deery Brothers of Dubuque,(563) 239-2219,,,0.0,78,White Metallic,Black,8-SPEED A/T,All Wheel Drive,WBXHT3C35J5K31887,1839
2008 BMW X5 3.0si,2008,BMW,Gold,10471.0,Deery Brothers of Dubuque,(563) 239-2223,,,130282.0,78,Platinum Bronze Metallic,Sand Beige,6-SPEED A/T,All Wheel Drive,5UXFE43518L009762,1840
2018 BMW X5 xDrive35i,2018,BMW,Black,58666.0,Deery Brothers of Dubuque,(563) 239-2219,,,0.0,78,Dark Graphite,,8-SPEED A/T,All Wheel Drive,5UXKR0C57J0X97921,1841
2018 BMW 530 i xDrive,2018,BMW,Gray,58306.0,Deery Brothers of Dubuque,(563) 239-2219,,,0.0,78,Mineral,,8-SPEED A/T,All Wheel Drive,WBAJA7C53JG908899,1842
